Cruise,Station,Cast,Cast type,Depth/m,Sample number,Fe(II)/nM,Fe(II) std/nM,Fe(II) flag,Fe(II) err flag,dFe/nM,,Sampling time,Measurement time,pH,Latitude,Longitude,Potential density/kgm-3,O2/umolkg-1,Bottom depth/m,TemperatureITSC,Salinity practical,Comments,,
OC2107A,33,2,TMC,60,1301,0.00,0.05,0,0,4.067578309,,2:11:50 PM,3:22:00 PM,7.59,43.93012,-124.31976,26.32775,136.9365,110,8.45365,33.88085,,,
OC2107A,33,2,TMC,40,1302,0.00,0.03,0,0,4.415971607,,2:12:50 PM,4:11:00 PM,7.63,43.93016,-124.31978,26.2767,167.096,110,8.70475,33.8655,,,
OC2107A,33,2,TMC,30,1303,0.00,0.06,0,0,3.572974093,,2:13:22 PM,4:02:00 PM,7.73,43.93016,-124.31976,26.2405,176.5905,110,8.79225,33.83695,,,
OC2107A,33,2,TMC,20,1304,0.00,0.01,0,0,2.181893969,,2:13:50 PM,3:40:00 PM,7.54,43.93015,-124.3198,26.207,173.7395,110,8.8015,33.79625,,,
OC2107A,33,2,TMC,10,1305,0.00,0.03,0,0,1.030439639,,2:14:25 PM,4:07:00 PM,7.56,43.93016,-124.31979,25.98385,143.961,110,8.7858,33.5084,,,
OC2107A,33,NaN,BBG,91,NaN,16.62,4.30,0,1,23.1,,8:36:00 AM,12:46:30 PM,NaN,43.93016,-124.31979,26.5,39.45445689,NaN,7.60975,33.95635,"O2 units corrected with 1026.5 kg m3, T + S based on value at 99 m, pdens set to 26.5, lat + long from cast",,
OC2107A,33,NaN,BBG,51,NaN,15.01,3.43,0,1,22.1,,8:36:00 AM,1:00:00 PM,NaN,43.93016,-124.31979,26.5,36.62932294,NaN,7.60975,33.95635,"O2 units corrected with 1026.5 kg m3, T + S based on value at 99 m",,
OC2107A,33,NaN,BBG,32,NaN,2.41,0.67,0,1,11.5,,8:36:00 AM,1:21:00 PM,NaN,43.93016,-124.31979,26.5,34.29128105,NaN,7.60975,33.95635,"O2 units corrected with 1026.5 kg m3, T + S based on value at 99 m",,
OC2107A,33,NaN,BBG,16,NaN,40.75,2.32,0,1,38.1,,8:36:00 AM,1:38:00 PM,NaN,43.93016,-124.31979,26.5,32.53774963,NaN,7.60975,33.95635,"O2 units corrected with 1026.5 kg m3, T + S based on value at 99 m",,
OC2107A,33,NaN,BBG,9,NaN,42.13,1.40,0,1,36.6,,8:36:00 AM,1:18:00 PM,NaN,43.93016,-124.31979,26.5,31.75840234,NaN,7.60975,33.95635,"O2 units corrected with 1026.5 kg m3, T + S based on value at 99 m",,
OC2107A,33,NaN,BBG,5,NaN,,,,,,,8:36:00 AM,,NaN,43.93016,-124.31979,26.5,32.2454944,NaN,7.60975,33.95635,"O2 units corrected with 1026.5 kg m3, T + S based on value at 99 m",,
OC2107A,33,NaN,BBG,3,NaN,44.56,2.43,0,1,,,8:36:00 AM,1:39:30 PM,NaN,43.93016,-124.31979,26.5,32.2454944,NaN,7.60975,33.95635,"O2 units corrected with 1026.5 kg m3, T + S based on value at 99 m",,
OC2107A,33,NaN,BBG,2,NaN,45.72,0.03,0,0,58.9,,8:36:00 AM,1:58:00 PM,NaN,43.93016,-124.31979,26.5,31.66098393,NaN,7.60975,33.95635,"O2 units corrected with 1026.5 kg m3, T + S based on value at 99 m",,
OC2107A,34,1,CTD,106,1306,22.59,0.45,0,0,,,10:36:33 AM,11:51:00 AM,7.85,43.82022,-124.34044,26.5274,28.93326839,110,7.6435,33.98135,,,
OC2107A,34,1,CTD,104,1308,23.04,0.38,0,0,,,10:38:23 AM,12:14:00 PM,7.46,43.82024,-124.34044,26.52745,23.743,110,7.6431,33.98135,,,
OC2107A,34,1,CTD,102,1310,22.42,0.45,0,0,,,10:40:20 AM,11:59:00 AM,7.51,43.82035,-124.34033,26.5274,23.619,110,7.64235,33.9813,,,
OC2107A,34,1,CTD,100,1312,22.58,0.31,0,0,,,10:42:30 AM,12:07:00 PM,7.48,43.82044,-124.34018,26.5274,23.6355,110,7.6427,33.9813,,,
OC2107A,34,1,CTD,90,1314,38.60,0.80,0,0,,,10:45:02 AM,12:26:00 PM,7.6,43.82038,-124.34022,26.5272,25.2285,110,7.6504,33.9827,,,
OC2107A,34,1,CTD,79,1315,3.06,0.03,0,0,,,10:47:23 AM,12:33:00 PM,7.55,43.82018,-124.34051,26.514,37.2185,110,7.7062,33.9752,,,
OC2107A,34,2,TMC,98,1323,35.84,0.53,0,0,42.36372804,,12:35:03 PM,1:52:00 PM,7.54,43.82042,-124.34019,26.5272,24.271,110,7.64675,33.9819,,,
OC2107A,34,2,TMC,80,1324,1.30,0.04,0,0,6.062701325,,12:38:56 PM,1:16:00 PM,7.51,43.82018,-124.34051,26.514,37.2185,110,7.6991,33.97505,,,
OC2107A,34,2,TMC,70,1325,0.00,0.01,0,0,2.85577882,,12:39:27 PM,1:21:00 PM,7.51,43.81997,-124.34067,26.48825,61.671,110,7.72805,33.94775,,,
OC2107A,34,2,TMC,65,1326,0.04,0.05,0,1,4.02677094,,12:39:42 PM,2:09:00 PM,7.67,43.81996,-124.34067,26.46415,60.9185,110,7.71825,33.9154,,,
OC2107A,34,2,TMC,55,1327,0.07,0.02,0,0,2.414815058,,12:40:15 PM,1:58:00 PM,7.57,43.81998,-124.34059,26.4269,63.275,110,7.7706,33.87785,,,
OC2107A,34,2,TMC,35,1328,0.00,0.02,0,0,5.869896543,,12:41:20 PM,2:04:00 PM,7.6,43.8203,-124.34037,26.3464,96.283,110,8.05445,33.82875,,,
OC2107A,34,2,TMC,25,1329,0.00,0.01,0,0,9.41056547,,12:41:51 PM,2:37:00 PM,7.84,43.82032,-124.34023,26.30005,99.161,110,8.131,33.78435,,,
OC2107A,34,2,TMC,10,1330,0.00,0.01,0,0,2.779626917,,12:43:33 PM,2:30:00 PM,7.98,43.82042,-124.34014,25.97745,248.23,110,9.62895,33.6725,,,
OC2107A,34.5,2,TMC,104,1346,58.82,1.33,0,0,58.12,,6:58:42 PM,7:37:00 PM,7.55,43.99216,-124.79773,26.54765,24.002,116,7.49,33.97925,,,
OC2107A,34.5,2,TMC,90,1347,0.63,0.03,0,0,4.75,,7:01:48 PM,7:31:00 PM,7.55,43.99216,-124.7977,26.51835,47.4895,116.5,7.58255,33.95905,,,
OC2107A,34.5,2,TMC,80,1348,0.00,0.01,0,0,1.36,,7:02:17 PM,7:51:00 PM,7.65,43.9922,-124.79768,26.4806,48.1625,116.5,7.5873,33.9121,,,
OC2107A,34.5,2,TMC,70,1349,0.16,0.01,0,0,5.56,,7:02:47 PM,7:47:00 PM,7.9,43.9922,-124.7977,26.3875,59.4875,116.5,7.78425,33.82995,,,
OC2107A,34.5,2,TMC,60,1350,0.00,0.04,0,0,1.54,,7:03:18 PM,8:02:00 PM,7.75,43.99218,-124.79769,26.2896,85.153,116.5,8.1035,33.7651,,,
OC2107A,34.5,2,TMC,40,1351,,,,,1.26,,,,,43.99218,-124.79769,26.05555,136.3535,116.5,8.43,33.5847,,,
OC2107A,34.5,2,TMC,25,1352,,,,,2.18,,,,,43.99218,-124.79769,25.83545,160.113,116.5,9.35115,33.29425,,,
OC2107A,34.5,2,TMC,10,1353,,,,,1.5,,,,,43.99218,-124.79769,25.22595,390.315,116.5,11.36175,33.2301,,,
OC2107A,35,2,TMC,198,1367,9.11,0.18,0,0,17.03445018,,8:25:49 AM,9:25:00 AM,7.64,45.3335,-124.3576,26.58935,43.935,225,7.3339,34.0026,,,
OC2107A,35,2,TMC,180,1368,9.38,0.01,0,0,15.08949796,,8:30:13 AM,9:13:00 AM,7.6,45.33346,-124.35753,26.58785,41.602,225,7.33275,34.00085,,,
OC2107A,35,2,TMC,160,1369,0.23,0.27,0,0,3.015878013,,8:31:08 AM,9:29:00 AM,7.96,45.3334,-124.3576,26.5825,49.612,225,7.3661,34.0003,,,
OC2107A,35,2,TMC,140,1370,0.20,0.01,0,0,4.568212734,,8:32:08 AM,9:20:00 AM,7.77,45.33335,-124.35752,26.5431,59.5085,225,7.48565,33.972,,,
OC2107A,35,2,TMC,120,1371,0.09,0.01,0,0,2.91407807,,8:33:08 AM,9:46:00 AM,7.7,45.3333,-124.3576,26.4737,79.2645,225,7.5818,33.9016,,,
OC2107A,35,2,TMC,80,1372,0.08,0.01,0,0,1.788552942,,8:35:08 AM,9:52:00 AM,7.8,45.33326,-124.35758,26.21375,126.198,225,8.33155,33.7115,,,
OC2107A,35,2,TMC,40,1373,0.05,0.01,0,0,1.23607099,,8:37:03 AM,10:19:00 AM,7.95,45.33322,-124.35762,25.5721,198.944,225,8.2436,32.8776,,,
OC2107A,35,2,TMC,20,1374,0.01,0.01,0,0,5.421081002,,8:37:59 AM,10:06:00 AM,7.96,45.33322,-124.35759,24.9749,265.0835,225,8.8788,32.23825,,,
OC2107A,35,2,TMC,10,1375,0.00,0.01,0,0,1.176380109,,8:40:50 AM,10:00:00 AM,7.94,45.3333,-124.35764,24.04505,274.543,225,13.2729,32.0383,,,
OC2107A,36,2,TMC,190,1392,5.91,0.25,0,0,6.649851976,,1:12:22 PM,2:08:00 PM,7.59,44.90071,-124.45018,26.58275,65.5005,211,7.4146,34.0088,,,
OC2107A,36,2,TMC,180,1393,6.74,0.06,0,0,,,1:15:27 PM,1:52:00 PM,7.86,44.9007,-124.4502,26.58015,65.712,211,7.42475,34.00745,,,
OC2107A,36,2,TMC,160,1394,2.87,0.14,0,0,,,1:16:25 PM,2:01:00 PM,7.58,44.90066,-124.45028,26.56765,66.6975,211,7.4702,34.00015,,,
OC2107A,36,2,TMC,120,1395,0.08,0.01,0,0,,,1:18:21 PM,2:14:00 PM,7.74,44.9008,-124.45031,26.4477,86.7065,211,7.7599,33.9011,,,
OC2107A,36,2,TMC,100,1396,0.07,0.01,0,0,,,1:19:22 PM,2:18:00 PM,7.66,44.90084,-124.4503,26.37455,108.352,211,8.0289,33.8585,,,
OC2107A,36,2,TMC,80,1397,0.06,0.01,0,0,,,1:20:20 PM,2:44:00 PM,7.64,44.9008,-124.45024,26.1237,127.7235,211,7.9639,33.5272,,,
OC2107A,36,2,TMC,60,1398,0.06,0.01,0,0,,,1:21:16 PM,2:34:00 PM,7.8,44.90074,-124.45026,25.94155,167.5455,211,8.6011,33.41705,,,
OC2107A,36,2,TMC,48,1399,0.01,0.02,0,0,,,1:21:51 PM,2:39:00 PM,7.7,44.9008,-124.45014,25.70535,180.6075,211,8.85635,33.166,,,
OC2107A,36,2,TMC,20,1400,0.05,0.01,0,0,,,1:23:49 PM,2:52:00 PM,7.83,44.90084,-124.44988,25.0215,265.806,211,8.6714,32.25705,,,
OC2107A,36,2,TMC,10,1401,0.05,0.01,0,0,,,1:24:22 PM,2:57:00 PM,NaN,44.90081,-124.45001,24.62665,317.238,211,10.62115,32.1544,,,
OC2107A,37,2,TMC,179,1414,3.28,0.46,0,0,6.2225037,,7:39:10 PM,8:14:00 PM,7.56,44.17496,-124.95017,26.52515,57.2665,193,7.6228,33.97345,,,
OC2107A,37,2,TMC,160,1415,3.08,0.11,0,0,,,7:41:47 PM,8:26:00 PM,7.63,44.17496,-124.95018,26.5223,49.083,202,7.5906,33.9643,,,
OC2107A,37,2,TMC,140,1416,1.84,0.28,0,0,,,7:43:03 PM,8:45:00 PM,7.64,44.17498,-124.95026,26.50085,50.0445,202,7.63355,33.9452,,,
OC2107A,37,2,TMC,120,1417,0.00,0.04,0,0,,,7:44:19 PM,8:56:00 PM,7.83,44.17506,-124.9503,26.48695,58.372,202,7.68335,33.937,,,
OC2107A,37,2,TMC,100,1418,0.00,0.04,0,0,,,7:45:35 PM,8:38:00 PM,7.63,44.1751,-124.95034,26.4674,86.558,202,7.8095,33.93575,,,
OC2107A,37,2,TMC,80,1419,0.00,0.05,0,0,,,7:46:48 PM,8:20:00 PM,7.6,44.1751,-124.9503,26.40015,105.726,202,8.01585,33.889,,,
OC2107A,37,2,TMC,40,1420,0.00,0.04,0,0,,,7:49:17 PM,8:51:00 PM,7.663,44.1752,-124.9502,26.0154,136.5535,202,8.51785,33.49545,,,
OC2107A,37,2,TMC,12,1421,0.00,0.10,0,0,,,7:51:20 PM,8:31:00 PM,7.67,44.17511,-124.9502,25.03455,236.3235,202,9.94375,32.53195,,,
OC2107A,38,2,TMC,94,1433,1.78,0.04,0,0,5.506477986,,9:07:38 AM,9:42:00 AM,7.62,44.90366,-124.19801,26.4563,68.7425,104,7.7277,33.90665,"Depth not found in AFM, using recorded value in notebook",,
OC2107A,38,2,TMC,80,1434,0.23,0.02,0,0,4.826634311,,9:10:58 AM,9:53:00 AM,7.61,44.90364,-124.19868,26.4547,69.797,104,7.73225,33.90565,,,
OC2107A,38,2,TMC,70,1435,0.00,0.04,0,0,2.182381342,,9:11:36 AM,10:06:00 AM,7.65,44.9037,-124.19947,26.39285,100.2645,104,7.9677,33.8709,,,
OC2107A,38,2,TMC,59,1436,0.00,0.04,0,0,1.733753237,,9:12:14 AM,10:17:00 AM,7.87,44.90374,-124.20019,26.3362,111.992,104,8.0763,33.81935,,,
OC2107A,38,2,TMC,50,1437,0.00,0.02,0,0,1.897376741,,9:12:46 AM,10:23:00 AM,7.7,44.9038,-124.20099,26.2972,125.122,104,8.20005,33.7934,,,
OC2107A,38,2,TMC,40,1438,0.00,0.04,0,0,1.566851497,,9:13:18 AM,10:12:00 AM,7.69,44.9037,-124.20202,26.20475,156.9685,104,8.40255,33.7145,,,
OC2107A,38,2,TMC,25,1439,0.00,0.02,0,0,1.956958872,,9:14:20 AM,9:47:00 AM,7.66,44.9033,-124.20336,26.00515,143.305,104,8.53785,33.48655,,,
OC2107A,38,2,TMC,10,1440,0.00,0.03,0,0,2.454226653,,9:15:24 AM,10:00:00 AM,7.78,44.9033,-124.20456,25.4816,129.66,104,8.87235,32.88455,,,
OC2111A,NT5,1,TMChybrid,194.7000,1500,1.86,0.05,0,0,,,3:03:08 PM,3:48:00 PM,7.38,44.5103,-124.63735,26.48785,79.0585,198,NaN,NaN,,,
OC2111A,NT2,1,TMChybrid,248.7940,1510,2.87,0.01,0,0,,,6:15:53 PM,7:23:00 PM,7.71,44.52630167,-124.6539083,26.6537,70.005,258,NaN,NaN,,,
OC2111A,NT2,1,TMChybrid,249.5720,1511,3.60,0.07,0,0,,,6:16:03 PM,7:34:00 PM,7.63,44.52630167,-124.6539083,26.65505,69.945,258,NaN,NaN,,,
OC2111A,NT5,2,TMChybrid,194.2090,1520,8.36,0.19,0,0,,,10:47:55 AM,11:25:00 AM,7.84,44.5058,-124.63982,26.5183,78.243,198,NaN,NaN,,,
OC2111A,NT5,2,TMChybrid,194.5430,1521,2.42,0.19,0,0,,,10:48:04 AM,11:30:00 AM,7.72,44.5058,-124.63982,26.51975,77.755,198,NaN,NaN,,,
OC2111A,NT2,2,TMChybrid,271.0580,1523,7.69,0.10,0,0,,,2:43:01 PM,3:17:00 PM,7.85,44.52369333,-124.6688233,26.69155,67.7425,278,NaN,NaN,,,
OC2111A,NT2,2,TMChybrid,271.2410,1524,8.48,0.03,0,0,,,2:43:13 PM,3:23:00 PM,7.84,44.52369333,-124.6688233,26.6919,67.716,278,NaN,NaN,,,
OC2111A,NT5,3,BBG,124,1530,0.38,0.01,0,0,,,8:54:00 PM,11:58:00 PM,7.69,44.50738333,-124.6394683,NaN,NaN,NaN,NaN,NaN,,,
OC2111A,NT5,3,BBG,97,1529,0.07,0.02,0,0,,,8:54:00 PM,11:46:00 PM,7.81,44.50738333,-124.6394683,NaN,NaN,NaN,NaN,NaN,,,
OC2111A,NT5,3,BBG,83,1528,0.00,NaN,0,0,,,8:54:00 PM,11:52:00 PM,7.73,44.50738333,-124.6394683,NaN,NaN,NaN,NaN,NaN,,,
OC2111A,NT5,3,BBG,68,1527,0.34,0.03,0,0,,,8:54:00 PM,11:40:00 PM,7.94,44.50738333,-124.6394683,NaN,NaN,NaN,NaN,NaN,,,
OC2111A,NT5,3,BBG,43,1526,0.19,0.02,0,0,,,8:54:00 PM,11:34:00 PM,NaN,44.50738333,-124.6394683,NaN,NaN,NaN,NaN,NaN,,,
OC2111A,Talia deep,1,TMChybrid,789.8350,1531,1.83,0.05,0,0,,,11:22:27 AM,12:26:00 PM,7.87,44.27834167,-125.0287625,27.27795,7.7185,805,NaN,NaN,,,
OC2111A,Talia deep,1,TMChybrid,787.9620,1532,1.51,0.02,0,0,,,11:26:12 AM,12:32:00 PM,7.77,44.27834167,-125.0287625,27.2816,7.8585,805,NaN,NaN,,,
OC2111A,MT0,1,CTD,240.1600,1545,1.54,0.13,0,0,,,,1:15:00 PM,7.86,44.2806275,-124.9074808,26.62925,97.6155,247,NaN,NaN,,,
OC2111A,MT0,1,TMChybrid,235.2150,1544,0.64,0.04,0,0,,,12:25:04 PM,1:21:00 PM,7.91,44.2806275,-124.9074808,26.62935,97.437,247,NaN,NaN,,,
OC2111A,MT2,1,TMChybrid,192.6520,1557,2.69,0.23,0,0,,,2:50:15 PM,3:29:00 PM,7.8,44.27948545,-124.8942936,26.5707,92.509,198,NaN,NaN,,,
OC2111A,MT2,1,CTD,189.1970,1559,3.45,0.19,0,0,,,,3:36:00 PM,7.77,44.27948545,-124.8942936,26.57095,92.5465,198,NaN,NaN,,,
OC2111A,MT0,1,BBG,124,1572,1.34,0.02,0,0,,,9:01:00 AM,10:35:00 AM,7.81,44.282445,-124.90755,NaN,90.01461276,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2111A,MT0,1,BBG,97,1571,0.43,0.02,0,0,,,9:01:00 AM,10:45:00 AM,7.85,44.282445,-124.90755,NaN,87.96882611,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2111A,MT0,1,BBG,83,1570,0.39,0.02,0,0,,,9:01:00 AM,10:51:00 AM,7.83,44.282445,-124.90755,NaN,88.7481734,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2111A,MT0,1,BBG,68,1569,1.17,0.01,0,0,,,9:01:00 AM,10:40:00 AM,7.79,44.282445,-124.90755,NaN,87.0920604,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2111A,MT0,1,BBG,43,1568,0.44,0.01,0,0,,,9:01:00 AM,10:29:00 AM,7.66,44.282445,-124.90755,NaN,86.21529469,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2111A,MT0,1,TMChybrid,250.1440,1573,0.60,0.02,0,0,,,9:58:56 AM,11:05:00 AM,7.85,44.28203333,-124.90797,26.54885,95.821,255,NaN,NaN,,,
OC2111A,MT2,2,TMChybrid,196.5650,1575,1.72,0.03,0,0,,,12:30:56 PM,12:52:00 PM,7.87,44.27396333,-124.9017133,26.51965,97.7735,202,NaN,NaN,,,
OC2111A,MT2,2,BBG,124,1581,1.31,0.04,0,0,,,3:19:00 PM,5:21:00 PM,7.88,44.271285,-124.271285,NaN,91.86556259,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2111A,MT2,2,BBG,97,1580,0.76,0.03,0,0,,,3:19:00 PM,5:10:00 PM,7.86,44.271285,-124.271285,NaN,91.37847053,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2111A,MT2,2,BBG,83,1579,0.23,0.05,0,0,,,3:19:00 PM,5:26:00 PM,7.87,44.271285,-124.271285,NaN,88.84559182,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2111A,MT2,2,BBG,68,1578,0.92,0.24,0,0,,,3:19:00 PM,5:16:00 PM,7.82,44.271285,-124.271285,NaN,85.82562104,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2111A,MT2,2,BBG,43,1577,1.57,0.01,0,0,,,3:19:00 PM,5:05:00 PM,7.82,44.271285,-124.271285,NaN,85.53336581,NaN,NaN,NaN,O2 units corrected with 1026.5 kg m3,,
OC2107A Fe only,3,,TMC Fe only,88,517,,,,,12.39956141,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,87,518,,,,,11.67246638,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,84,519,,,,,10.98214691,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,80,520,,,,,13.65706882,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,75,521,,,,,0.764728014,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,60,522,,,,,3.238571003,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,55,523,,,,,2.883102611,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,50,524,,,,,6.038334664,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,45,525,,,,,5.60108504,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,40,526,,,,,2.64930319,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,30,527,,,,,1.385313427,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,20,528,,,,,5.246245038,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,15,529,,,,,2.093025398,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,3,,TMC Fe only,10,530,,,,,3.412553979,,,,,,,,,,NaN,NaN,Corresponds with station 29,,
OC2107A Fe only,4,,TMC Fe only,116,592,,,,,24.92736444,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
OC2107A Fe only,4,,TMC Fe only,110,593,,,,,22.21065032,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
OC2107A Fe only,4,,TMC Fe only,100,594,,,,,21.52171019,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
OC2107A Fe only,4,,TMC Fe only,90,595,,,,,9.496689603,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
OC2107A Fe only,4,,TMC Fe only,70,596,,,,,10.31103591,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
OC2107A Fe only,4,,TMC Fe only,55,597,,,,,6.409224766,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
OC2107A Fe only,4,,TMC Fe only,45,598,,,,,9.817622632,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
OC2107A Fe only,4,,TMC Fe only,35,599,,,,,10.24312566,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
OC2107A Fe only,4,,TMC Fe only,30,600,,,,,5.063808566,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
OC2107A Fe only,4,,TMC Fe only,10,601,,,,,3.928938309,,,,,,,,,,NaN,NaN,Corresponds with station 27,,
