Latitude,Longitude,WaterDepth,ObsvnTop,ObsvnBot,LocnName,DataSetKey,LocnKey,ObsvnKey,Device,DataTypes,Gravel,Sand,Mud,Clay,Grainsze,Sorting,Facies,FacMshp,FolkCde,RckMshp,VegMshp,Carbonate,MunslColr,OrgCarbn,lShearStr,Porosity,PWaveVel,Roughness,lCritShStr,GeolAge,ObsvnDetai,Key,ObsvnDate,DateSrc
42.06333,-125.115,2012,0,0.05,OSU 6711-1,183,148431,190061,PistonCorer pntn=4.08,LTH.TXR,0,0,100,31,6.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131272,196711,collection date
42.06333,-125.115,2012,0.45,0.5,OSU 6711-1,183,148431,190064,PistonCorer pntn=4.08,LTH.TXR,0,0,100,42,7.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131273,196711,collection date
42.06333,-125.115,2012,0.95,1,OSU 6711-1,183,148431,190067,PistonCorer pntn=4.08,LTH.TXR,0,0,100,23,6.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131274,196711,collection date
42.06333,-125.115,2012,1.45,1.5,OSU 6711-1,183,148431,190070,PistonCorer pntn=4.08,LTH.TXR,0,0,100,41,7.6,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131275,196711,collection date
42.06333,-125.115,2012,1.95,2,OSU 6711-1,183,148431,190073,PistonCorer pntn=4.08,TXR,0,0,100,54,8.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131276,196711,collection date
42.06333,-125.115,2012,2.48,2.52,OSU 6711-1,183,148431,190076,PistonCorer pntn=4.08,LTH.TXR,0,0,100,29,6.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131277,196711,collection date
42.06333,-125.115,2012,2.95,3,OSU 6711-1,183,148431,190079,PistonCorer pntn=4.08,LTH.TXR,0,0,100,21,6.5,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131278,196711,collection date
42.06333,-125.115,2012,3.45,3.5,OSU 6711-1,183,148431,190082,PistonCorer pntn=4.08,LTH.TXR,0,0,100,46,8.3,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131279,196711,collection date
42.06333,-125.115,2012,3.63,3.63,OSU 6711-1,183,148431,190087,PistonCorer pntn=4.08,LTH.TXR,0,6,94,23,6.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131280,196711,collection date
42.06333,-125.115,2012,3.75,3.78,OSU 6711-1,183,148431,190091,PistonCorer pntn=4.08,LTH.TXR,0,1,99,18,6.3,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131281,196711,collection date
42.06333,-125.115,2012,3.85,3.88,OSU 6711-1,183,148431,190092,PistonCorer pntn=4.08,TXR,0,19,81,51,8.3,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131282,196711,collection date
42.06333,-125.115,2012,3.9,3.92,OSU 6711-1,183,148431,190095,PistonCorer pntn=4.08,LTH.TXR,0,1,99,39,7.3,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131283,196711,collection date
42.06333,-125.115,2012,3.97,3.99,OSU 6711-1,183,148431,190098,PistonCorer pntn=4.08,LTH.TXR,0,1,99,31,6.9,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131284,196711,collection date
42.06333,-125.115,2012,4.04,4.08,OSU 6711-1,183,148431,190101,PistonCorer pntn=4.08,TXR,0,1,99,65,9.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131285,196711,collection date
42.09167,-124.9333,1183,0,0.05,OSU 6706-1,183,148410,189542,PistonCorer pntn=4.3,LTH.TXR,0,5,95,27,6.5,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131695,196706,collection date
42.09167,-124.9333,1183,0.08,0.11,OSU 6706-1,183,148410,189545,PistonCorer pntn=4.3,LTH.TXR,0,55,45,16,5.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131696,196706,collection date
42.09167,-124.9333,1183,0.55,0.6,OSU 6706-1,183,148410,189548,PistonCorer pntn=4.3,LTH.TXR,0,9,91,40,7.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131697,196706,collection date
42.09167,-124.9333,1183,1,1.05,OSU 6706-1,183,148410,189551,PistonCorer pntn=4.3,LTH.TXR,0,2,98,43,7.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131698,196706,collection date
42.09167,-124.9333,1183,1.45,1.5,OSU 6706-1,183,148410,189554,PistonCorer pntn=4.3,TXR,0,3,97,49,7.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131699,196706,collection date
42.09167,-124.9333,1183,2,2.05,OSU 6706-1,183,148410,189557,PistonCorer pntn=4.3,TXR,0,2,98,72,10.6,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131700,196706,collection date
42.09167,-124.9333,1183,2.5,2.55,OSU 6706-1,183,148410,189560,PistonCorer pntn=4.3,TXR,0,2,98,70,8.9,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131701,196706,collection date
42.09167,-124.9333,1183,3,3.05,OSU 6706-1,183,148410,189563,PistonCorer pntn=4.3,LTH.TXR,0,2,98,40,9,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131702,196706,collection date
42.09167,-124.9333,1183,3.46,3.52,OSU 6706-1,183,148410,189566,PistonCorer pntn=4.3,LTH.TXR,0,30,70,48,8.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131703,196706,collection date
42.09167,-124.9333,1183,4.05,4.1,OSU 6706-1,183,148410,189569,PistonCorer pntn=4.3,TXR,0,15,85,64,10.1,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131704,196706,collection date
42.09167,-124.9333,1183,4.25,4.3,OSU 6706-1,183,148410,189572,PistonCorer pntn=4.3,LTH.TXR,0,2,98,0,10,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131705,196706,collection date
42.09167,-124.9333,1183,4.3,4.3,OSU 6706-1,183,148410,189577,PistonCorer pntn=4.3,TXR,0,1,99,67,10.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131706,196706,collection date
42.12167,-124.9783,1365,0,0.05,OSU 6711-2,183,148432,190106,PistonCorer pntn=4.3,TXR,0,18,82,49,6,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131987,196711,collection date
42.12167,-124.9783,1365,0.19,0.19,OSU 6711-2,183,148432,190111,PistonCorer pntn=4.3,CMP,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,5,-,1.4,-99,-99,-99,-,-99,-,-,ext_0131988,196711,collection date
42.12167,-124.9783,1365,0.25,0.3,OSU 6711-2,183,148432,190112,PistonCorer pntn=4.3,TXR,0,16,84,50,9.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131989,196711,collection date
42.12167,-124.9783,1365,0.5,0.55,OSU 6711-2,183,148432,190113,PistonCorer pntn=4.3,TXR,0,6,94,47,7.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131990,196711,collection date
42.12167,-124.9783,1365,0.72,0.8,OSU 6711-2,183,148432,190116,PistonCorer pntn=4.3,LTH.TXR,0,8,92,44,7.3,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131991,196711,collection date
42.12167,-124.9783,1365,1.03,1.08,OSU 6711-2,183,148432,190117,PistonCorer pntn=4.3,TXR,0,7,93,43,8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131992,196711,collection date
42.12167,-124.9783,1365,1.03,1.08,OSU 6711-2,183,148432,190120,PistonCorer pntn=4.3,LTH,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131993,196711,collection date
42.12167,-124.9783,1365,1.25,1.3,OSU 6711-2,183,148432,190122,PistonCorer pntn=4.3,TXR,0,7,93,53,8.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131994,196711,collection date
42.12167,-124.9783,1365,1.35,1.45,OSU 6711-2,183,148432,190125,PistonCorer pntn=4.3,LTH.TXR,0,9,91,44,7.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131995,196711,collection date
42.12167,-124.9783,1365,1.54,1.54,OSU 6711-2,183,148432,190128,PistonCorer pntn=4.3,CMP,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,1,-,1,-99,-99,-99,-,-99,-,-,ext_0131996,196711,collection date
42.12167,-124.9783,1365,1.8,1.85,OSU 6711-2,183,148432,190131,PistonCorer pntn=4.3,TXR,0,4,96,57,8.3,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131997,196711,collection date
42.12167,-124.9783,1365,2.17,2.23,OSU 6711-2,183,148432,190134,PistonCorer pntn=4.3,TXR,0,1,99,54,8.3,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131998,196711,collection date
42.12167,-124.9783,1365,2.6,2.65,OSU 6711-2,183,148432,190137,PistonCorer pntn=4.3,LTH.TXR,0,0,100,48,8.6,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0131999,196711,collection date
42.12167,-124.9783,1365,2.8,2.85,OSU 6711-2,183,148432,190140,PistonCorer pntn=4.3,TXR,0,0,100,54,8.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132000,196711,collection date
42.12167,-124.9783,1365,3.05,3.13,OSU 6711-2,183,148432,190143,PistonCorer pntn=4.3,TXR,0,1,99,55,8.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132001,196711,collection date
42.12167,-124.9783,1365,3.2,3.24,OSU 6711-2,183,148432,190147,PistonCorer pntn=4.3,TXR,0,1,99,51,8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132002,196711,collection date
42.12167,-124.9783,1365,3.42,3.48,OSU 6711-2,183,148432,190150,PistonCorer pntn=4.3,LTH.TXR,0,1,99,48,8.6,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132003,196711,collection date
42.12167,-124.9783,1365,3.6,3.65,OSU 6711-2,183,148432,190153,PistonCorer pntn=4.3,TXR,0,1,99,55,11,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132004,196711,collection date
42.12167,-124.9783,1365,3.87,3.93,OSU 6711-2,183,148432,190156,PistonCorer pntn=4.3,TXR,0,2,98,56,8.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132005,196711,collection date
42.12167,-124.9783,1365,4.1,4.1,OSU 6711-2,183,148432,190157,PistonCorer pntn=4.3,CMP,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,1,-,1.2,-99,-99,-99,-,-99,-,-,ext_0132006,196711,collection date
42.12167,-124.9783,1365,4.15,4.2,OSU 6711-2,183,148432,190160,PistonCorer pntn=4.3,TXR,0,2,98,52,8.5,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132007,196711,collection date
42.12167,-124.9783,1365,4.3,4.3,OSU 6711-2,183,148432,190163,PistonCorer pntn=4.3,TXR,0,1,99,62,9.1,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132008,196711,collection date
42.16,-124.9367,1060,0,0.05,OSU 6706-2,183,148411,189581,PistonCorer pntn=3.9,LTH,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132587,196706,collection date
42.16,-124.9367,1060,0,0.05,OSU 6706-2,183,148411,189584,PistonCorer pntn=3.9,TXR,0,29,71,28,5.6,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132588,196706,collection date
42.16,-124.9367,1060,0.45,0.5,OSU 6706-2,183,148411,189585,PistonCorer pntn=3.9,LTH.TXR,0,3,97,30,6.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132589,196706,collection date
42.16,-124.9367,1060,1.1,1.15,OSU 6706-2,183,148411,189588,PistonCorer pntn=3.9,LTH.TXR,0,6,94,45,7.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132590,196706,collection date
42.16,-124.9367,1060,1.5,1.55,OSU 6706-2,183,148411,189591,PistonCorer pntn=3.9,TXR,0,4,96,56,8.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132591,196706,collection date
42.16,-124.9367,1060,1.85,1.9,OSU 6706-2,183,148411,189594,PistonCorer pntn=3.9,TXR,0,4,96,62,9.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132592,196706,collection date
42.16,-124.9367,1060,2,2.05,OSU 6706-2,183,148411,189599,PistonCorer pntn=3.9,LTH.TXR,0,6,94,45,8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132593,196706,collection date
42.16,-124.9367,1060,2.23,2.24,OSU 6706-2,183,148411,189602,PistonCorer pntn=3.9,LTH.TXR,0,100,0,0,2.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132594,196706,collection date
42.16,-124.9367,1060,2.45,2.5,OSU 6706-2,183,148411,189605,PistonCorer pntn=3.9,LTH.TXR,0,22,78,32,6.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132595,196706,collection date
42.16,-124.9367,1060,2.53,2.54,OSU 6706-2,183,148411,189608,PistonCorer pntn=3.9,LTH.TXR,0,19,81,38,6.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132596,196706,collection date
42.16,-124.9367,1060,2.82,2.83,OSU 6706-2,183,148411,189611,PistonCorer pntn=3.9,LTH.TXR,0,100,0,0,2.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132597,196706,collection date
42.16,-124.9367,1060,2.95,3.02,OSU 6706-2,183,148411,189614,PistonCorer pntn=3.9,LTH.TXR,0,4,96,41,6.9,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132598,196706,collection date
42.16,-124.9367,1060,3.02,3.02,OSU 6706-2,183,148411,189615,PistonCorer pntn=3.9,CMP,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,4,-,0.9,-99,-99,-99,-,-99,-,-,ext_0132599,196706,collection date
42.16,-124.9367,1060,3,3.15,OSU 6706-2,183,148411,189620,PistonCorer pntn=3.9,LTH.TXR,0,6,94,43,7.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132600,196706,collection date
42.16,-124.9367,1060,3.2,3.21,OSU 6706-2,183,148411,189621,PistonCorer pntn=3.9,LTH.TXR,0,11,90,44,7.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132601,196706,collection date
42.16,-124.9367,1060,3.3,3.35,OSU 6706-2,183,148411,189624,PistonCorer pntn=3.9,LTH.TXR,0,16,84,35,6.6,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132602,196706,collection date
42.16,-124.9367,1060,3.55,3.6,OSU 6706-2,183,148411,189627,PistonCorer pntn=3.9,LTH.TXR,0,4,96,46,8.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132603,196706,collection date
42.16,-124.9367,1060,3.7,3.75,OSU 6706-2,183,148411,189630,PistonCorer pntn=3.9,TXR,0,3,97,54,8.1,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132604,196706,collection date
42.16,-124.9367,1060,3.75,3.75,OSU 6706-2,183,148411,189632,PistonCorer pntn=3.9,CMP,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,4,-,0.7,-99,-99,-99,-,-99,-,-,ext_0132605,196706,collection date
42.16,-124.9367,1060,3.85,3.9,OSU 6706-2,183,148411,189634,PistonCorer pntn=3.9,LTH.TXR,0,5,95,43,7.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132606,196706,collection date
42.16,-124.9367,1060,3.9,3.9,OSU 6706-2,183,148411,189639,PistonCorer pntn=3.9,LTH.TXR,0,4,96,46,7.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0132607,196706,collection date
42.24167,-124.7967,544,0,0.05,OSU 6706-3,183,148412,189640,PistonCorer pntn=3.77,LTH.TXR,0,15,85,39,6.9,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134427,196706,collection date
42.24167,-124.7967,544,0.05,0.05,OSU 6706-3,183,148412,189641,PistonCorer pntn=3.77,CMP,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,0,-,0.9,-99,-99,-99,-,-99,-,-,ext_0134428,196706,collection date
42.24167,-124.7967,544,0.5,0.55,OSU 6706-3,183,148412,189643,PistonCorer pntn=3.77,LTH.TXR,0,7,93,37,7.1,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134429,196706,collection date
42.24167,-124.7967,544,1,1.05,OSU 6706-3,183,148412,189648,PistonCorer pntn=3.77,LTH.TXR,0,2,98,12,5.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134430,196706,collection date
42.24167,-124.7967,544,1.5,1.55,OSU 6706-3,183,148412,189649,PistonCorer pntn=3.77,LTH.TXR,0,4,96,39,7.3,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134431,196706,collection date
42.24167,-124.7967,544,2,2.05,OSU 6706-3,183,148412,189652,PistonCorer pntn=3.77,LTH.TXR,0,5,95,46,7.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134432,196706,collection date
42.24167,-124.7967,544,2.5,2.55,OSU 6706-3,183,148412,189656,PistonCorer pntn=3.77,LTH.TXR,0,6,94,43,7.5,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134433,196706,collection date
42.24167,-124.7967,544,3,3.05,OSU 6706-3,183,148412,189659,PistonCorer pntn=3.77,LTH.TXR,0,6,94,38,8.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134434,196706,collection date
42.24167,-124.7967,544,3.5,3.55,OSU 6706-3,183,148412,189665,PistonCorer pntn=3.77,LTH.TXR,0,7,93,41,7.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134435,196706,collection date
42.24167,-124.7967,544,3.75,3.77,OSU 6706-3,183,148412,189666,PistonCorer pntn=3.77,LTH.TXR,0,11,89,38,7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134436,196706,collection date
42.24167,-124.7967,544,3.77,3.77,OSU 6706-3,183,148412,189667,PistonCorer pntn=3.77,CMP,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,1,-,0.7,-99,-99,-99,-,-99,-,-,ext_0134437,196706,collection date
42.24167,-124.7967,544,3.77,3.77,OSU 6706-3,183,148412,189671,PistonCorer pntn=3.77,LTH.TXR,0,21,79,34,8.5,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134438,196706,collection date
42.24167,-124.7967,544,3.8,3.8,OSU 6706-3,183,148412,189675,PistonCorer pntn=3.77,LTH.TXR,0,14,86,35,6.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0134439,196706,collection date
42.285,-124.5833,165,0,0.05,OSU 6708-25,183,148421,189859,PistonCorer pntn=6.1,LTH.TXR,0,2,98,28,7.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135692,196708,collection date
42.285,-124.5833,165,0.75,0.8,OSU 6708-25,183,148421,189860,PistonCorer pntn=6.1,LTH.TXR,0,8,92,33,6.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135693,196708,collection date
42.285,-124.5833,165,1.5,1.55,OSU 6708-25,183,148421,189863,PistonCorer pntn=6.1,LTH.TXR,0,4,96,41,7.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135694,196708,collection date
42.285,-124.5833,165,2.25,2.3,OSU 6708-25,183,148421,189866,PistonCorer pntn=6.1,LTH.TXR,0,6,94,25,6.6,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135695,196708,collection date
42.285,-124.5833,165,2.3,2.3,OSU 6708-25,183,148421,189867,PistonCorer pntn=6.1,CMP,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,2,-,0.9,-99,-99,-99,-,-99,-,-,ext_0135696,196708,collection date
42.285,-124.5833,165,2.87,2.87,OSU 6708-25,183,148421,189869,PistonCorer pntn=6.1,LTH.TXR,0,13,87,20,7.7,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135697,196708,collection date
42.285,-124.5833,165,3.2,3.25,OSU 6708-25,183,148421,189873,PistonCorer pntn=6.1,LTH.TXR,0,3,97,38,7.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135698,196708,collection date
42.285,-124.5833,165,3.5,3.55,OSU 6708-25,183,148421,189876,PistonCorer pntn=6.1,LTH.TXR,0,4,96,31,6.6,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135699,196708,collection date
42.285,-124.5833,165,3.95,4,OSU 6708-25,183,148421,189879,PistonCorer pntn=6.1,LTH.TXR,0,10,90,8,6.1,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135700,196708,collection date
42.285,-124.5833,165,4.2,4.25,OSU 6708-25,183,148421,189884,PistonCorer pntn=6.1,LTH.TXR,0,5,95,35,6.9,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135701,196708,collection date
42.285,-124.5833,165,4.4,4.45,OSU 6708-25,183,148421,189885,PistonCorer pntn=6.1,LTH.TXR,0,7,93,37,6.8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135702,196708,collection date
42.285,-124.5833,165,4.6,4.65,OSU 6708-25,183,148421,189888,PistonCorer pntn=6.1,LTH.TXR,0,9,91,43,6.9,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135703,196708,collection date
42.285,-124.5833,165,4.8,4.85,OSU 6708-25,183,148421,189891,PistonCorer pntn=6.1,LTH.TXR,0,17,83,36,6.4,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135704,196708,collection date
42.285,-124.5833,165,5,5.05,OSU 6708-25,183,148421,189894,PistonCorer pntn=6.1,TXR,0,11,89,60,8,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135705,196708,collection date
42.285,-124.5833,165,5.2,5.25,OSU 6708-25,183,148421,189897,PistonCorer pntn=6.1,LTH.TXR,0,16,84,37,7.9,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135706,196708,collection date
42.285,-124.5833,165,5.4,5.45,OSU 6708-25,183,148421,189900,PistonCorer pntn=6.1,TXR,0,18,82,46,7.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135707,196708,collection date
42.285,-124.5833,165,5.78,5.8,OSU 6708-25,183,148421,189903,PistonCorer pntn=6.1,TXR,0,17,83,42,7.2,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135708,196708,collection date
42.285,-124.5833,165,5.83,5.83,OSU 6708-25,183,148421,189905,PistonCorer pntn=6.1,CMP,-99,-99,-99,-99,-99,-99,-,-99,-,-99,-99,3,-,0.6,-99,-99,-99,-,-99,-,-,ext_0135709,196708,collection date
42.285,-124.5833,165,6.1,6.1,OSU 6708-25,183,148421,189909,PistonCorer pntn=6.1,TXR,0,18,82,56,7.9,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0135710,196708,collection date
42.33333,-124.6267,167,-99,-99,6505-168,176,147235,187402,UnidDevice,TXR,0,6,94,25,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0137742,196505,collection date
42.33333,-124.5817,137,-99,-99,6505-169,176,147236,187403,UnidDevice,TXR,0,6,93,30,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0137743,196505,collection date
42.33333,-124.5367,122,-99,-99,6505-170,176,147237,187404,UnidDevice,TXR,0,9,91,28,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0137744,196505,collection date
42.33333,-124.4467,26,-99,-99,6505-172,176,147238,187405,UnidDevice,TXR,0,94,6,6,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0137745,196505,collection date
42.34,-124.4983,37,-99,-99,6708-C-71,176,147279,187426,UnidDevice,TXR,0,43,57,24,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0137923,196708,collection date
42.34167,-124.4783,15,-99,-99,6708-C-61,176,147277,187424,UnidDevice,TXR,0,85,15,6,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0138031,196708,collection date
42.35167,-124.4583,27,0,0.12,6708-030,176,147290,187452,BoxCorer,TXR,0,98,2,2,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0138456,196708,collection date
42.35167,-124.4583,27,0.12,0.25,6708-030,176,147290,187453,BoxCorer,TXR,0,98,2,2,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0138457,196708,collection date
42.35333,-124.535,105,0,0.15,6708-024,176,147289,187449,BoxCorer,TXR,0,23,77,24,-99,-99,-,-99,-,-99,-99,-99,-,-99,-99,-99,-99,-,-99,-,-,ext_0138486,196708,collection date
